DateCreated,Status,OrganizationType,Name,ShortName,Affiliated School,Membership Type,Approximate year the organization was founded at UVA,"Please list 3-5 Primary Events/Programs that your CIO hosts each year. If you do not have annual recurring events,please list some of the events/programs you hosted this past year.",Total number of Members (approximate),"Approximate membership dues per academic year (if zero,please write ""zero"")","Approximately,how much money do members spend out of pocket per academic year,not including dues,for your CIO activities? (write the number,don't include $)","Please list your primary sources of funding (SAF,fundraisers,national organizations,alumni,departments,etc.)","Not including SAF,approximately how much money does your organization fundraise per academic year?",Does???ˇthis organization require an application or an interview/audition process to join?,How frequently does???ˇthis organization meet?,"Approximately how many hours/week do non-exec members spend on your organization's activities (meetings,events,planning,etc.)?",When does???ˇthis organization elect new officers?,When does???ˇthis organization do recruitment/membership intake?,"Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Marketing","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Planning Events","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Reserving Spaces","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Fundraising/Budgeting/Co-Sponsorships","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Transitioning Officers","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Recruiting New Members","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Delegation","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Community Building/Icebreakers","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Motivating Members","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Holding Members Accountable","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Developing a Mission/Vision","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Collaboration (with other CIOs,the community,faculty/staff,etc.)","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Other",Are you the 2020-2021 incoming President OR a 2020-2021 returning member/officer????ˇ,Are you a first time President?
4/10/2020 16:30,Approved,Contracted Independent Organization,Hearts for the Homeless Charlottesville,H4H CVille,Arts and Sciences,Predominantly Undergraduate Students,2018,"Past events have been weekly blood pressure screenings where student volunteers spend time giving the homeless population free blood pressure screenings and providing them with the necessary information on how to monitor their blood pressure and information for further aid at free clinics. Past weekly screenings have taken place on Saturdays where members would go to the local food share to volunteer. Other events have been feminine hygiene drives and dental hygiene drives where we provide toothpaste and toothbrushes. At these screenings, the organization screens height, weight, BMI, blood pressure, Hemoglobin A1c, kidney function, mental health, and health guidance and counseling. The organization has also begun partnering with a sock company and is looking to do future sock and clothing drives as well. H4H has started to use FDA cleared mobile EKG screenings and are looking to integrate more of them into the weekly blood screening events.",20,15,0,"SAF, fundraising",150,Neither,Weekly,3,April ,Members can join at any time,,,,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,,,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary","No, I am a returning President for this organization"
5/3/2020 18:02,Approved,Contracted Independent Organization,Encore Club at UVA,Encore,No affiliated schools,Predominantly Undergraduate Students,2015,"The Encore club routinely visits English Meadows and Morningside of Charlottesville assisted living facilities (both located in Albemarle County) and spends time with the residents to offer our companionship. In this past year, we have performed Halloween sketches at English Meadows and personally delivered Valentine's Day roses to all of the residents at Morningside. In addition, we have bake sales/pancake sales to raise money for busy blankets for Alzheimer patients and general fundraising for the Hospice of Piedmont.",80,Zero,0,fundraisers,200,Neither,Monthly,1,April ,Members can join at any time,,Planning Events,,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
5/1/2020 12:13,Approved,Contracted Independent Organization,Hablemos Spanish Conversation Club,Hablemos,No affiliated schools,Predominantly Undergraduate Students,2015,"Typical group meetings consist of a conversation in Spanish between all members present. We do dinners, lawn picnics, movie nights, and trips to cultural events.",35,Zero,10,fundraisers,200,Neither,Weekly,2,April ,Members can join at any time,,,Reserving Spaces,,,Recruiting New Members,,,Motivating Members,,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
4/22/2020 12:50,Approved,Contracted Independent Organization,MEDLIFE at UVA,,No affiliated schools,Predominantly Undergraduate Students,2012,"Mobile Clinics (Winter, Spring, Summer)Fundraising ActivitiesGlobal Health Awareness",20,zero,0-15,fundraisers,200,Neither,Monthly,less than 1 hour per week,May,Members can join at any time,,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,,,,Motivating Members,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/27/2020 18:49,Approved,Contracted Independent Organization,Organization of African Students,OAS,No affiliated schools,Both Undergraduate and Graduate Students,2010,"Africa Day, Umoja Benefit Ball, General Body Meetings, Discussions & Forums",130,10,30,Fundraisers and UVA funding Applications,200,Neither,Weekly,2,April ,Members can join at any time,,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/4/2020 13:13,Approved,Contracted Independent Organization,National Association for the Advancement of Colored People at UVA,NAACP at UVA,Engineering,Predominantly Undergraduate Students,2016,"NAACP National Convention, State of Young Black America, and NAACP Image Awards",15,35,20,"Fundraisers, Parent Fund",200,Application,Weekly,1 hour,May,Members can join at any time,Marketing,Planning Events,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,,,,,Holding Members Accountable,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary","No, I am a returning President for this organization"
5/1/2020 20:43,Approved,Contracted Independent Organization,QuestBridge Scholars at the University of Virginia,Quest Scholars,No affiliated schools,Predominantly Undergraduate Students,2009,"Community service, outreach at local high schools, socialization through picnics on the lawn and work with other groups, etc",250,zero,0,national organization,200,Neither,Monthly,2,September,Members can join at any time,,,,Fundraising/Budgeting/Co-Sponsorships,,,,Community Building/Icebreakers,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary",n/a
4/13/2020 18:47,Approved,CIO - Law ,Virginia Law Veterans,Virginia Law Veterans,Law,Predominantly Graduate Students,2010,"Virginia Law Veterans hosts numerous guest speakers who advise law veterans on veterans benefits, pro bono work, information resourcing on those conducting international law and policy research, and general career networking support. Virginia Law Veterans also hosts multiple programs to make sure the veterans of the Law School and the Administration of the Law School maintain open lines of communication in order to best serve the veterans on campus as well as future veterans who may matriculate in the future.",25,Zero,0,"SAF, Fundraising",200,Neither,Monthly,4,March ,Fall semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/29/2020 15:01,Approved,Contracted Independent Organization,International Justice Mission at UVA,IJM at UVA,No affiliated schools,Predominantly Undergraduate Students,2012,"weekly executive and general meetings, bringing in speakers, justice campaigns, film screenings, panel discussions, fundraising events, etc.",20,zero,0,"fundraisers, IJM international organization",$250 ,Neither,Weekly,2-Jan,April ,Members can join at any time,,,,Fundraising/Budgeting/Co-Sponsorships,Transitioning Officers,Recruiting New Members,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/10/2020 16:01,Approved,Contracted Independent Organization,Hoos in the Stairwell,HoosITS,Arts and Sciences,Predominantly Undergraduate Students,2012,"Besides our semester concert, we also have gigs where we perform songs. Some of these gigs include: Rotunda Sing, Lighting of the Lawn, Pancakes for Parkinson's, Relay For Life, Dance Marathon, and Arts Madness.",22,15,1000,"SAF, fundraisers",250,Interview/Audition,Weekly,6,November,Fall & Spring Semester,,,,,,,,,,,,,,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary","No, I am a returning President for this organization"
4/13/2020 23:10,Approved,Contracted Independent Organization,Protect our Breasts,POB,Arts and Sciences,Predominantly Undergraduate Students,2020,EarthdayYogathon in AprilTabling products one day each month throughout both semestersExecutive Retreat to UMass Amherst- Feb each year,20,Zero,10,-,300,Neither,Monthly,1,September,Members can join at any time,Marketing,Planning Events,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
4/29/2020 14:19,Approved,Contracted Independent Organization,CHN Yearbook Committee at UVa,CHNYC,Arts and Sciences,Predominantly Undergraduate Students,2016,"General Meetings on Sunday from 4:00-5:00Trainning Sections (Event Photography) Publication of Yearbook 201x (May, 201x)",13,13,$5 ,advertisement,300,Both,Weekly,1-2 hrs/week,March ,Members can join at any time,Marketing,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,,,"No, I am not, but I am the only one who makes sense to renew the organization at this time.",n/a
4/29/2020 15:09,Approved,Contracted Independent Organization,Nu Rho Psi,,Arts and Sciences,Both Undergraduate and Graduate Students,2020,Journal clubResearch discussionArt showSTEM education seminar,15-30,zero,0 (not including one-time $40 fee),"student dues, fundraisers, grants from UVA Parent's Fund",$300 ,Application,Monthly,3,April ,Fall & Spring Semester,Marketing,Planning Events,Reserving Spaces,,,,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/4/2020 15:58,Approved,Contracted Independent Organization,Voyeuristic Intention,VI,No affiliated schools,Predominantly Undergraduate Students,2014,"Our major event is a screening of The Rocky Horror Picture Show with a live cast. It is the major highlight of our year, and we now put on two screenings per year (one per semester).",30,15,750,dues and SAF,400,Neither,Monthly,3,September,Members can join at any time,Marketing,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,,,"No, I am not, but I am the only one who makes sense to renew the organization at this time.","No, I am a returning President for this organization"
4/22/2020 20:46,Approved,Contracted Independent Organization,My Sister's Keeper,,No affiliated schools,Predominantly Undergraduate Students,2019,"Appreciation Dinner, Guest Speakers, College Tour, Brunch",14,15,0,"SAF, Parents Fund, Fundraisers",400,Application,Weekly,2,April ,Fall & Spring Semester,Marketing,Planning Events,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,Community Building/Icebreakers,Motivating Members,,Developing a Mission/Vision,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","No, I am a returning President for this organization"
4/10/2020 13:40,Approved,Contracted Independent Organization,College Mentors for Kids Inc,College Mentors,No affiliated schools,Predominantly Undergraduate Students,2015,"College Mentors pairs structured group activities and one-on-one mentoring to form a unique experience for program participants. The children are transported from their school to the college campus each week during the academic year; each chapter?õÉ?™É?õs program calendar aligns with the elementary and university calendars. Once on campus, the kids have snack, read a book, hear from a guest speaker, participate in a hands-on activity, and conclude by reflecting on what they learned. The focus areas of these activities include higher education and careers, culture and diversity, and community service. For example, an activity related to higher education and careers might involve a chemistry professor performing experiments for the kids and then teaching them how to make slime. Throughout the activity, they would discuss questions such as, ?õÉ?™è?What is chemistry? What jobs can students have if they study chemistry in college??õÉ?™?ù These activities expose the kids to new opportunities and allow them to envision a brighter future.",120,$150 ,0,College Mentors for Kids National Headquarters and UVA Parents' Fund,$500 ,Both,Weekly,3-Feb,April ,Fall & Spring Semester,,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
